ID caso;Nombre Actividad;Inicio;Fin;Ejecutor
6;Revisar cámaras;01-06-2021 10:11:43;01-06-2021 10:12:20;Bastian
6;Registrar hecho fortuito;01-06-2021 10:12:20;01-06-2021 10:12:20;Bastian
6;Avisar hecho fortuito;01-06-2021 10:12:39;01-06-2021 10:15:42;Bastian
7;Alarma domiciliaria;01-06-2021 10:45:56;01-06-2021 10:45:56;Sistema
7;Revisar cámaras;01-06-2021 10:46:21;01-06-2021 10:51:21;Bastian
7;Registrar hecho no precisado;01-06-2021 10:51:21;01-06-2021 10:51:21;Bastian
7;Solicitar revisar alarma;01-06-2021 10:51:37;01-06-2021 10:54:29;Bastian
8;Alarma domiciliaria;01-06-2021 11:20:58;01-06-2021 11:20:58;Sistema
8;Revisar cámaras;01-06-2021 11:21:45;01-06-2021 11:26:45;Bastian
8;Registrar hecho no precisado;01-06-2021 11:26:45;01-06-2021 11:26:45;Bastian
8;Solicitar revisar alarma;01-06-2021 11:27:02;01-06-2021 11:30:23;Bastian
9;Alarma domiciliaria;01-06-2021 11:55:32;01-06-2021 11:55:32;Sistema
9;Revisar cámaras;01-06-2021 11:55:46;01-06-2021 12:00:46;Bastian
9;Registrar hecho no precisado;01-06-2021 12:00:46;01-06-2021 12:00:46;Bastian
9;Solicitar revisar alarma;01-06-2021 12:01:09;01-06-2021 12:03:41;Bastian
10;Alarma domiciliaria;01-06-2021 12:30:03;01-06-2021 12:30:03;Sistema
10;Revisar cámaras;01-06-2021 12:30:57;01-06-2021 12:35:06;Bastian
10;Te atrapé;01-06-2021 12:35:06;01-06-2021 12:35:06;Bastian
10;Señal persona casa;01-06-2021 12:37:05;01-06-2021 12:37:33;Bastian
11;Alarma domiciliaria;01-06-2021 13:03:22;01-06-2021 13:03:22;Sistema
11;Revisar cámaras;01-06-2021 13:04:01;01-06-2021 13:09:01;Bastian
11;Registrar hecho no precisado;01-06-2021 13:09:01;01-06-2021 13:09:01;Bastian
11;Solicitar revisar alarma;01-06-2021 13:09:18;01-06-2021 13:12:44;Bastian
12;Alarma domiciliaria;01-06-2021 13:38:05;01-06-2021 13:38:05;Sistema
12;Revisar cámaras;01-06-2021 13:38:24;01-06-2021 13:40:30;Bastian
12;Registrar hecho fortuito;01-06-2021 13:40:30;01-06-2021 13:40:30;Bastian
12;Avisar hecho fortuito;01-06-2021 13:40:51;01-06-2021 13:44:27;Bastian
13;Alarma domiciliaria;01-06-2021 14:12:42;01-06-2021 14:12:42;Sistema
13;Revisar cámaras;01-06-2021 14:13:06;01-06-2021 14:15:17;Bastian
13;Te atrapé;01-06-2021 14:15:17;01-06-2021 14:15:17;Bastian
13;Registrar intruso detectado;01-06-2021 14:15:28;01-06-2021 14:16:27;Bastian
13;Activar alarma casa;01-06-2021 14:16:49;01-06-2021 14:16:49;Bastian
13;Alertar móvil de seguridad;01-06-2021 14:17:14;01-06-2021 14:19:11;Bastian
13;Concurrir a casa afectada;01-06-2021 14:19:13;01-06-2021 14:58:08;Tamara
13;Contactar dueño casa;01-06-2021 14:58:22;01-06-2021 15:00:49;Tamara
13;Notificar llegada a central;01-06-2021 15:00:49;01-06-2021 15:01:57;Tamara
13;Revisar eventuales daños;01-06-2021 15:03:31;01-06-2021 15:23:31;Tamara
13;Notificar fin operativo;01-06-2021 15:26:31;01-06-2021 15:30:21;Tamara
13;Dar mensajes disuasivos;01-06-2021 14:19:17;01-06-2021 14:20:17;Bastian
14;Alarma domiciliaria;01-06-2021 14:46:23;01-06-2021 14:46:23;Sistema
14;Revisar cámaras;01-06-2021 14:47:09;01-06-2021 14:52:09;Bastian
14;Registrar hecho no precisado;01-06-2021 14:52:09;01-06-2021 14:52:09;Bastian
14;Solicitar revisar alarma;01-06-2021 14:52:33;01-06-2021 14:55:31;Bastian
15;Alarma domiciliaria;01-06-2021 07:45:01;01-06-2021 07:45:01;Sistema
15;Revisar cámaras;01-06-2021 07:45:21;01-06-2021 07:48:06;Nicolas
15;Te atrapé;01-06-2021 07:48:06;01-06-2021 07:48:06;Nicolas
15;Registrar intruso detectado;01-06-2021 07:48:41;01-06-2021 07:49:09;Nicolas
15;Activar alarma casa;01-06-2021 07:49:42;01-06-2021 07:49:42;Nicolas
15;Alertar móvil de seguridad;01-06-2021 07:50:07;01-06-2021 07:52:22;Nicolas
15;Concurrir a casa afectada;01-06-2021 07:52:25;01-06-2021 08:14:42;Maria
15;Contactar dueño casa;01-06-2021 08:15:09;01-06-2021 08:16:59;Maria
15;Notificar llegada a central;01-06-2021 08:16:59;01-06-2021 08:17:45;Maria
15;Revisar eventuales daños;01-06-2021 08:19:48;01-06-2021 08:36:14;Maria
15;Notificar fin operativo;01-06-2021 08:39:14;01-06-2021 08:41:43;Maria
15;Dar mensajes disuasivos;01-06-2021 07:52:34;01-06-2021 07:53:11;Nicolas
16;Alarma domiciliaria;01-06-2021 08:45:41;01-06-2021 08:45:41;Sistema
16;Revisar cámaras;01-06-2021 08:45:51;01-06-2021 08:50:51;Nicolas
16;Registrar hecho no precisado;01-06-2021 08:50:51;01-06-2021 08:50:51;Nicolas
16;Solicitar revisar alarma;01-06-2021 08:51:11;01-06-2021 08:55:03;Nicolas
17;Alarma domiciliaria;01-06-2021 09:46:28;01-06-2021 09:46:28;Sistema
17;Revisar cámaras;01-06-2021 09:46:45;01-06-2021 09:50:57;Nicolas
17;Te atrapé;01-06-2021 09:50:57;01-06-2021 09:50:57;Nicolas
17;Señal persona casa;01-06-2021 09:53:02;01-06-2021 09:53:30;Nicolas
18;Alarma domiciliaria;01-06-2021 10:46:54;01-06-2021 10:46:54;Sistema
18;Revisar cámaras;01-06-2021 10:47:43;01-06-2021 10:50:37;Nicolas
18;Te atrapé;01-06-2021 10:50:37;01-06-2021 10:50:37;Nicolas
18;Señal persona casa;01-06-2021 10:52:08;01-06-2021 10:52:36;Nicolas
19;Alarma domiciliaria;01-06-2021 11:47:46;01-06-2021 11:47:46;Sistema
19;Revisar cámaras;01-06-2021 11:48:37;01-06-2021 11:53:37;Nicolas
19;Registrar hecho no precisado;01-06-2021 11:53:37;01-06-2021 11:53:37;Nicolas
19;Solicitar revisar alarma;01-06-2021 11:53:52;01-06-2021 11:57:42;Nicolas
20;Alarma domiciliaria;01-06-2021 12:47:15;01-06-2021 12:47:15;Sistema
20;Revisar cámaras;01-06-2021 12:47:29;01-06-2021 12:51:45;Nicolas
20;Te atrapé;01-06-2021 12:51:45;01-06-2021 12:51:45;Nicolas
20;Señal persona casa;01-06-2021 12:53:14;01-06-2021 12:53:32;Nicolas
20;Clave digitada;01-06-2021 12:56:03;01-06-2021 12:56:03;Sistema
21;Alarma domiciliaria;01-06-2021 13:48:09;01-06-2021 13:48:09;Sistema
21;Revisar cámaras;01-06-2021 13:48:29;01-06-2021 13:53:29;Nicolas
21;Registrar hecho no precisado;01-06-2021 13:53:29;01-06-2021 13:53:29;Nicolas
21;Solicitar revisar alarma;01-06-2021 13:53:51;01-06-2021 13:56:46;Nicolas
22;Alarma domiciliaria;01-06-2021 14:48:57;01-06-2021 14:48:57;Sistema
22;Revisar cámaras;01-06-2021 14:49:40;01-06-2021 14:54:40;Nicolas
22;Registrar hecho no precisado;01-06-2021 14:54:40;01-06-2021 14:54:40;Nicolas
22;Solicitar revisar alarma;01-06-2021 14:54:56;01-06-2021 14:58:41;Nicolas
23;Alarma domiciliaria;01-06-2021 07:27:55;01-06-2021 07:27:55;Sistema
23;Revisar cámaras;01-06-2021 07:28:48;01-06-2021 07:30:48;Macarena
23;Te atrapé;01-06-2021 07:30:48;01-06-2021 07:30:48;Macarena
23;Señal persona casa;01-06-2021 07:32:33;01-06-2021 07:33:02;Macarena
23;Clave digitada;01-06-2021 07:34:46;01-06-2021 07:34:46;Sistema
24;Alarma domiciliaria;01-06-2021 08:12:33;01-06-2021 08:12:33;Sistema
24;Revisar cámaras;01-06-2021 08:13:21;01-06-2021 08:16:58;Macarena
24;Registrar hecho fortuito;01-06-2021 08:16:58;01-06-2021 08:16:58;Macarena
24;Avisar hecho fortuito;01-06-2021 08:17:20;01-06-2021 08:21:19;Macarena
25;Alarma domiciliaria;01-06-2021 08:55:34;01-06-2021 08:55:34;Sistema
25;Revisar cámaras;01-06-2021 08:56:14;01-06-2021 09:00:46;Macarena
25;Te atrapé;01-06-2021 09:00:46;01-06-2021 09:00:46;Macarena
25;Señal persona casa;01-06-2021 09:02:37;01-06-2021 09:02:56;Macarena
25;Clave digitada;01-06-2021 09:03:57;01-06-2021 09:03:57;Sistema
26;Alarma domiciliaria;01-06-2021 09:38:50;01-06-2021 09:38:50;Sistema
26;Revisar cámaras;01-06-2021 09:38:57;01-06-2021 09:43:57;Macarena
26;Registrar hecho no precisado;01-06-2021 09:43:57;01-06-2021 09:43:57;Macarena
26;Solicitar revisar alarma;01-06-2021 09:44:16;01-06-2021 09:47:21;Macarena
27;Alarma domiciliaria;01-06-2021 10:23:21;01-06-2021 10:23:21;Sistema
27;Revisar cámaras;01-06-2021 10:23:43;01-06-2021 10:28:43;Macarena
27;Registrar hecho no precisado;01-06-2021 10:28:43;01-06-2021 10:28:43;Macarena
27;Solicitar revisar alarma;01-06-2021 10:28:58;01-06-2021 10:31:43;Macarena
28;Alarma domiciliaria;01-06-2021 11:07:50;01-06-2021 11:07:50;Sistema
28;Revisar cámaras;01-06-2021 11:08:09;01-06-2021 11:13:09;Macarena
28;Registrar hecho no precisado;01-06-2021 11:13:09;01-06-2021 11:13:09;Macarena
28;Solicitar revisar alarma;01-06-2021 11:13:30;01-06-2021 11:16:46;Macarena
29;Alarma domiciliaria;01-06-2021 11:50:34;01-06-2021 11:50:34;Sistema
29;Revisar cámaras;01-06-2021 11:50:46;01-06-2021 11:54:44;Macarena
29;Te atrapé;01-06-2021 11:54:44;01-06-2021 11:54:44;Macarena
29;Señal persona casa;01-06-2021 11:56:36;01-06-2021 11:57:05;Macarena
29;Clave digitada;01-06-2021 11:58:40;01-06-2021 11:58:40;Sistema
30;Alarma domiciliaria;01-06-2021 12:34:19;01-06-2021 12:34:19;Sistema
30;Revisar cámaras;01-06-2021 12:34:29;01-06-2021 12:39:29;Macarena
30;Registrar hecho no precisado;01-06-2021 12:39:29;01-06-2021 12:39:29;Macarena
30;Solicitar revisar alarma;01-06-2021 12:39:45;01-06-2021 12:42:10;Macarena
31;Alarma domiciliaria;01-06-2021 13:18:18;01-06-2021 13:18:18;Sistema
31;Revisar cámaras;01-06-2021 13:18:53;01-06-2021 13:23:53;Macarena
31;Registrar hecho no precisado;01-06-2021 13:23:53;01-06-2021 13:23:53;Macarena
31;Solicitar revisar alarma;01-06-2021 13:24:14;01-06-2021 13:28:03;Macarena
32;Alarma domiciliaria;01-06-2021 14:01:56;01-06-2021 14:01:56;Sistema
32;Revisar cámaras;01-06-2021 14:02:15;01-06-2021 14:07:15;Macarena
32;Registrar hecho no precisado;01-06-2021 14:07:15;01-06-2021 14:07:15;Macarena
32;Solicitar revisar alarma;01-06-2021 14:07:37;01-06-2021 14:10:58;Macarena
33;Alarma domiciliaria;01-06-2021 14:44:57;01-06-2021 14:44:57;Sistema
33;Revisar cámaras;01-06-2021 14:45:13;01-06-2021 14:49:11;Macarena
33;Te atrapé;01-06-2021 14:49:11;01-06-2021 14:49:11;Macarena
33;Señal persona casa;01-06-2021 14:50:27;01-06-2021 14:50:46;Macarena
34;Alarma domiciliaria;02-06-2021 07:11:49;02-06-2021 07:11:49;Sistema
34;Revisar cámaras;02-06-2021 07:12:30;02-06-2021 07:15:06;Bastian
34;Registrar hecho fortuito;02-06-2021 07:15:06;02-06-2021 07:15:06;Bastian
34;Avisar hecho fortuito;02-06-2021 07:15:23;02-06-2021 07:19:26;Bastian
35;Alarma domiciliaria;02-06-2021 07:39:02;02-06-2021 07:39:02;Sistema
35;Revisar cámaras;02-06-2021 07:39:16;02-06-2021 07:44:16;Bastian
35;Registrar hecho no precisado;02-06-2021 07:44:16;02-06-2021 07:44:16;Bastian
35;Solicitar revisar alarma;02-06-2021 07:44:35;02-06-2021 07:48:06;Bastian
36;Alarma domiciliaria;02-06-2021 08:05:56;02-06-2021 08:05:56;Sistema
36;Revisar cámaras;02-06-2021 08:06:28;02-06-2021 08:11:16;Bastian
36;Registrar hecho fortuito;02-06-2021 08:11:16;02-06-2021 08:11:16;Bastian
36;Avisar hecho fortuito;02-06-2021 08:11:29;02-06-2021 08:15:02;Bastian
37;Alarma domiciliaria;02-06-2021 08:33:32;02-06-2021 08:33:32;Sistema
37;Revisar cámaras;02-06-2021 08:34:16;02-06-2021 08:38:17;Bastian
37;Te atrapé;02-06-2021 08:38:17;02-06-2021 08:38:17;Bastian
37;Señal persona casa;02-06-2021 08:39:58;02-06-2021 08:40:24;Bastian
37;Clave digitada;02-06-2021 08:40:47;02-06-2021 08:40:47;Sistema
38;Alarma domiciliaria;02-06-2021 09:00:09;02-06-2021 09:00:09;Sistema
38;Revisar cámaras;02-06-2021 09:00:51;02-06-2021 09:02:02;Bastian
38;Registrar hecho fortuito;02-06-2021 09:02:02;02-06-2021 09:02:02;Bastian
38;Avisar hecho fortuito;02-06-2021 09:02:16;02-06-2021 09:04:33;Bastian
39;Alarma domiciliaria;02-06-2021 09:26:25;02-06-2021 09:26:25;Sistema
39;Revisar cámaras;02-06-2021 09:27:03;02-06-2021 09:31:35;Bastian
39;Te atrapé;02-06-2021 09:31:35;02-06-2021 09:31:35;Bastian
39;Señal persona casa;02-06-2021 09:33:22;02-06-2021 09:33:41;Bastian
40;Alarma domiciliaria;02-06-2021 09:53:06;02-06-2021 09:53:06;Sistema
40;Revisar cámaras;02-06-2021 09:53:28;02-06-2021 09:58:28;Bastian
40;Registrar hecho no precisado;02-06-2021 09:58:28;02-06-2021 09:58:28;Bastian
40;Solicitar revisar alarma;02-06-2021 09:58:46;02-06-2021 10:01:48;Bastian
41;Alarma domiciliaria;02-06-2021 10:20:14;02-06-2021 10:20:14;Sistema
41;Revisar cámaras;02-06-2021 10:20:21;02-06-2021 10:23:09;Bastian
41;Te atrapé;02-06-2021 10:23:09;02-06-2021 10:23:09;Bastian
41;Señal persona casa;02-06-2021 10:25:05;02-06-2021 10:25:35;Bastian
41;Clave digitada;02-06-2021 10:26:36;02-06-2021 10:26:36;Sistema
42;Alarma domiciliaria;02-06-2021 10:47:48;02-06-2021 10:47:48;Sistema
42;Revisar cámaras;02-06-2021 10:48:17;02-06-2021 10:53:17;Bastian
42;Registrar hecho no precisado;02-06-2021 10:53:17;02-06-2021 10:53:17;Bastian
42;Solicitar revisar alarma;02-06-2021 10:53:30;02-06-2021 10:57:04;Bastian
43;Alarma domiciliaria;02-06-2021 11:13:51;02-06-2021 11:13:51;Sistema
43;Revisar cámaras;02-06-2021 11:14:41;02-06-2021 11:19:05;Bastian
43;Te atrapé;02-06-2021 11:19:05;02-06-2021 11:19:05;Bastian
43;Señal persona casa;02-06-2021 11:19:39;02-06-2021 11:20:02;Bastian
43;Clave digitada;02-06-2021 11:23:07;02-06-2021 11:23:07;Sistema
44;Alarma domiciliaria;02-06-2021 11:40:59;02-06-2021 11:40:59;Sistema
44;Revisar cámaras;02-06-2021 11:41:33;02-06-2021 11:42:36;Bastian
44;Registrar hecho fortuito;02-06-2021 11:42:36;02-06-2021 11:42:36;Bastian
44;Avisar hecho fortuito;02-06-2021 11:42:51;02-06-2021 11:46:10;Bastian
45;Alarma domiciliaria;02-06-2021 12:08:32;02-06-2021 12:08:32;Sistema
45;Revisar cámaras;02-06-2021 12:09:17;02-06-2021 12:14:17;Bastian
45;Registrar hecho no precisado;02-06-2021 12:14:17;02-06-2021 12:14:17;Bastian
45;Solicitar revisar alarma;02-06-2021 12:14:36;02-06-2021 12:17:23;Bastian
46;Alarma domiciliaria;02-06-2021 12:34:55;02-06-2021 12:34:55;Sistema
46;Revisar cámaras;02-06-2021 12:35:32;02-06-2021 12:38:44;Bastian
46;Registrar hecho fortuito;02-06-2021 12:38:44;02-06-2021 12:38:44;Bastian
46;Avisar hecho fortuito;02-06-2021 12:39:05;02-06-2021 12:41:46;Bastian
47;Alarma domiciliaria;02-06-2021 13:00:48;02-06-2021 13:00:48;Sistema
47;Revisar cámaras;02-06-2021 13:01:04;02-06-2021 13:02:13;Bastian
47;Registrar hecho fortuito;02-06-2021 13:02:13;02-06-2021 13:02:13;Bastian
47;Avisar hecho fortuito;02-06-2021 13:02:28;02-06-2021 13:05:31;Bastian
48;Alarma domiciliaria;02-06-2021 13:28:21;02-06-2021 13:28:21;Sistema
48;Revisar cámaras;02-06-2021 13:28:59;02-06-2021 13:29:57;Bastian
48;Registrar hecho fortuito;02-06-2021 13:29:57;02-06-2021 13:29:57;Bastian
48;Avisar hecho fortuito;02-06-2021 13:30:18;02-06-2021 13:34:27;Bastian
49;Alarma domiciliaria;02-06-2021 13:54:03;02-06-2021 13:54:03;Sistema
49;Revisar cámaras;02-06-2021 13:54:17;02-06-2021 13:59:17;Bastian
49;Registrar hecho no precisado;02-06-2021 13:59:17;02-06-2021 13:59:17;Bastian
49;Solicitar revisar alarma;02-06-2021 13:59:34;02-06-2021 14:03:04;Bastian
50;Alarma domiciliaria;02-06-2021 14:20:33;02-06-2021 14:20:33;Sistema
50;Revisar cámaras;02-06-2021 14:21:19;02-06-2021 14:26:19;Bastian
50;Registrar hecho no precisado;02-06-2021 14:26:19;02-06-2021 14:26:19;Bastian
50;Solicitar revisar alarma;02-06-2021 14:26:37;02-06-2021 14:30:20;Bastian
51;Alarma domiciliaria;02-06-2021 14:47:45;02-06-2021 14:47:45;Sistema
51;Revisar cámaras;02-06-2021 14:48:20;02-06-2021 14:50:45;Bastian
51;Te atrapé;02-06-2021 14:50:45;02-06-2021 14:50:45;Bastian
51;Registrar intruso detectado;02-06-2021 14:51:44;02-06-2021 14:52:22;Bastian
51;Activar alarma casa;02-06-2021 14:52:32;02-06-2021 14:52:32;Bastian
51;Alertar móvil de seguridad;02-06-2021 14:52:53;02-06-2021 14:54:25;Bastian
51;Concurrir a casa afectada;02-06-2021 14:54:29;02-06-2021 15:18:50;Tamara
51;Contactar dueño casa;02-06-2021 15:19:09;02-06-2021 15:22:11;Tamara
51;Notificar llegada a central;02-06-2021 15:22:11;02-06-2021 15:23:24;Tamara
51;Revisar eventuales daños;02-06-2021 15:25:41;02-06-2021 15:46:44;Tamara
51;Notificar fin operativo;02-06-2021 15:49:40;02-06-2021 15:52:32;Tamara
51;Dar mensajes disuasivos;02-06-2021 14:54:38;02-06-2021 14:55:22;Bastian
52;Alarma domiciliaria;02-06-2021 07:20:14;02-06-2021 07:20:14;Sistema
52;Revisar cámaras;02-06-2021 07:21:01;02-06-2021 07:24:13;Nicolas
52;Te atrapé;02-06-2021 07:24:13;02-06-2021 07:24:13;Nicolas
52;Señal persona casa;02-06-2021 07:26:06;02-06-2021 07:26:29;Nicolas
52;Clave digitada;02-06-2021 07:28:24;02-06-2021 07:28:24;Sistema
53;Alarma domiciliaria;02-06-2021 07:54:03;02-06-2021 07:54:03;Sistema
53;Revisar cámaras;02-06-2021 07:54:41;02-06-2021 07:56:15;Nicolas
53;Te atrapé;02-06-2021 07:56:15;02-06-2021 07:56:15;Nicolas
53;Señal persona casa;02-06-2021 07:58:18;02-06-2021 07:58:39;Nicolas
53;Clave digitada;02-06-2021 08:00:34;02-06-2021 08:00:34;Sistema
54;Alarma domiciliaria;02-06-2021 08:28:24;02-06-2021 08:28:24;Sistema
54;Revisar cámaras;02-06-2021 08:29:07;02-06-2021 08:30:03;Nicolas
54;Registrar hecho fortuito;02-06-2021 08:30:03;02-06-2021 08:30:03;Nicolas
54;Avisar hecho fortuito;02-06-2021 08:30:20;02-06-2021 08:33:23;Nicolas
55;Alarma domiciliaria;02-06-2021 09:02:28;02-06-2021 09:02:28;Sistema
55;Revisar cámaras;02-06-2021 09:02:45;02-06-2021 09:06:36;Nicolas
55;Registrar hecho fortuito;02-06-2021 09:06:36;02-06-2021 09:06:36;Nicolas
55;Avisar hecho fortuito;02-06-2021 09:07:00;02-06-2021 09:09:08;Nicolas
56;Alarma domiciliaria;02-06-2021 09:36:12;02-06-2021 09:36:12;Sistema
56;Revisar cámaras;02-06-2021 09:36:26;02-06-2021 09:37:05;Nicolas
56;Registrar hecho fortuito;02-06-2021 09:37:05;02-06-2021 09:37:05;Nicolas
56;Avisar hecho fortuito;02-06-2021 09:37:24;02-06-2021 09:40:56;Nicolas
57;Alarma domiciliaria;02-06-2021 10:10:25;02-06-2021 10:10:25;Sistema
57;Revisar cámaras;02-06-2021 10:11:12;02-06-2021 10:16:12;Nicolas
57;Registrar hecho no precisado;02-06-2021 10:16:12;02-06-2021 10:16:12;Nicolas
57;Solicitar revisar alarma;02-06-2021 10:16:35;02-06-2021 10:19:56;Nicolas
58;Alarma domiciliaria;02-06-2021 10:44:58;02-06-2021 10:44:58;Sistema
58;Revisar cámaras;02-06-2021 10:45:26;02-06-2021 10:48:33;Nicolas
58;Registrar hecho fortuito;02-06-2021 10:48:33;02-06-2021 10:48:33;Nicolas
58;Avisar hecho fortuito;02-06-2021 10:48:51;02-06-2021 10:51:24;Nicolas
59;Alarma domiciliaria;02-06-2021 11:18:35;02-06-2021 11:18:35;Sistema
59;Revisar cámaras;02-06-2021 11:19:20;02-06-2021 11:21:14;Nicolas
59;Te atrapé;02-06-2021 11:21:14;02-06-2021 11:21:14;Nicolas
59;Registrar intruso detectado;02-06-2021 11:22:25;02-06-2021 11:23:27;Nicolas
59;Activar alarma casa;02-06-2021 11:23:49;02-06-2021 11:23:49;Nicolas
59;Alertar móvil de seguridad;02-06-2021 11:24:17;02-06-2021 11:26:13;Nicolas
59;Concurrir a casa afectada;02-06-2021 11:26:13;02-06-2021 11:57:49;Maria
59;Contactar dueño casa;02-06-2021 11:58:00;02-06-2021 11:59:52;Maria
59;Notificar llegada a central;02-06-2021 11:59:52;02-06-2021 12:00:45;Maria
59;Revisar eventuales daños;02-06-2021 12:03:08;02-06-2021 12:17:42;Maria
59;Notificar fin operativo;02-06-2021 12:20:22;02-06-2021 12:24:08;Maria
59;Dar mensajes disuasivos;02-06-2021 11:26:21;02-06-2021 11:27:21;Nicolas
59;Activar alarma comunitaria;02-06-2021 11:27:32;02-06-2021 11:27:32;Nicolas
59;Escalar alerta móvil;02-06-2021 11:27:55;02-06-2021 11:28:08;Nicolas
59;Contactar seguridad ciudadana;02-06-2021 11:28:52;02-06-2021 11:34:47;Nicolas
59;Continuar disuasión y monitorear cámaras;02-06-2021 11:34:47;02-06-2021 11:59:52;Nicolas
60;Alarma domiciliaria;02-06-2021 11:53:27;02-06-2021 11:53:27;Sistema
60;Revisar cámaras;02-06-2021 11:54:03;02-06-2021 11:55:15;Nicolas
60;Registrar hecho fortuito;02-06-2021 11:55:15;02-06-2021 11:55:15;Nicolas
60;Avisar hecho fortuito;02-06-2021 11:55:30;02-06-2021 11:59:42;Nicolas
61;Alarma domiciliaria;02-06-2021 12:27:53;02-06-2021 12:27:53;Sistema
61;Revisar cámaras;02-06-2021 12:28:28;02-06-2021 12:30:22;Nicolas
61;Te atrapé;02-06-2021 12:30:22;02-06-2021 12:30:22;Nicolas
61;Señal persona casa;02-06-2021 12:31:57;02-06-2021 12:32:21;Nicolas
61;Clave digitada;02-06-2021 12:33:22;02-06-2021 12:33:22;Sistema
62;Alarma domiciliaria;02-06-2021 13:02:46;02-06-2021 13:02:46;Sistema
62;Revisar cámaras;02-06-2021 13:03:29;02-06-2021 13:07:20;Nicolas
62;Te atrapé;02-06-2021 13:07:20;02-06-2021 13:07:20;Nicolas
62;Señal persona casa;02-06-2021 13:08:58;02-06-2021 13:09:20;Nicolas
62;Clave digitada;02-06-2021 13:11:32;02-06-2021 13:11:32;Sistema
63;Alarma domiciliaria;02-06-2021 13:36:27;02-06-2021 13:36:27;Sistema
63;Revisar cámaras;02-06-2021 13:37:15;02-06-2021 13:40:35;Nicolas
63;Te atrapé;02-06-2021 13:40:35;02-06-2021 13:40:35;Nicolas
63;Señal persona casa;02-06-2021 13:42:41;02-06-2021 13:42:59;Nicolas
63;Clave digitada;02-06-2021 13:43:40;02-06-2021 13:43:40;Sistema
64;Alarma domiciliaria;02-06-2021 14:11:05;02-06-2021 14:11:05;Sistema
64;Revisar cámaras;02-06-2021 14:11:24;02-06-2021 14:12:41;Nicolas
64;Te atrapé;02-06-2021 14:12:41;02-06-2021 14:12:41;Nicolas
64;Señal persona casa;02-06-2021 14:13:31;02-06-2021 14:13:49;Nicolas
64;Clave digitada;02-06-2021 14:17:19;02-06-2021 14:17:19;Sistema
65;Alarma domiciliaria;02-06-2021 14:44:39;02-06-2021 14:44:39;Sistema
65;Revisar cámaras;02-06-2021 14:45:03;02-06-2021 14:47:35;Nicolas
65;Registrar hecho fortuito;02-06-2021 14:47:35;02-06-2021 14:47:35;Nicolas
65;Avisar hecho fortuito;02-06-2021 14:47:50;02-06-2021 14:51:35;Nicolas
66;Alarma domiciliaria;02-06-2021 07:32:22;02-06-2021 07:32:22;Sistema
66;Revisar cámaras;02-06-2021 07:33:04;02-06-2021 07:34:06;Macarena
66;Registrar hecho fortuito;02-06-2021 07:34:06;02-06-2021 07:34:06;Macarena
